date,oil,value
2000-01-01,0.5336504685261141,23.057690570130944
2000-02-01,0.7474773992110877,27.190374647034332
2000-03-01,-0.5432065260371626,25.6524695106782
2000-04-01,0.4074586998894082,18.959838344017044
2000-05-01,-0.12706768591100873,29.171584309078753
2000-06-01,1.0132483108273205,18.25459700776264
2000-07-01,0.06084563036759026,19.875565868569534
2000-08-01,-1.1928684398988203,22.163464045152068
2000-09-01,0.18253854728584457,29.03992939274758
2000-10-01,-0.00411184897785916,15.911860128398985
2000-11-01,0.16937648023809831,20.37558107986115
2000-12-01,-0.7741053611189642,18.788930234732103
